Height,Weight,Sex
171.97,92.32,1
161.67,102.05,1
159.58,78.43,1
141.11,64.45,0
172.58,74.29,0
154.74,63.43,0
171.75,71.82,1
169.54,81.55,1
176.37,58.79,1
175.22,81.25,1
173.18,95.35,1
178.01,68.02,1
168.74,100.77,1
140.69,71.73,0
176.53,87.85,1
164.33,103.08,1
165.11,44.91,0
151.49,49.55,0
163.31,56.25,0
178.50,28.41,1
154.56,72.63,1
174.48,72.16,1
177.39,51.77,1
157.57,92.53,1
162.46,50.34,1
170.21,52.61,1
149.08,53.05,0
149.01,40.94,0
176.04,77.27,0
157.11,58.97,1
163.87,70.39,1
160.44,64.33,0
145.59,50.32,0
148.01,75.94,0
159.46,56.97,0
171.89,63.45,1
171.54,63.22,1
173.39,77.24,1
165.60,93.66,1
195.06,61.39,1
148.60,37.07,0
136.76,75.62,0
148.44,70.39,0
140.30,54.89,0
169.39,72.37,1
176.70,107.82,1
165.05,83.54,1
138.93,32.98,0
149.64,52.76,0
151.87,73.36,0
164.88,71.56,1
180.65,86.62,1
167.57,55.88,1
149.48,60.80,0
112.60,56.91,0
157.19,50.16,0
176.33,97.89,1
161.04,57.94,0
176.12,62.90,0
140.66,66.32,0
166.56,62.92,1
183.13,58.46,1
186.27,50.47,1
162.21,78.54,1
157.41,59.09,0
138.12,67.53,0
138.66,59.44,0
146.85,68.51,0
170.75,59.00,1
152.72,50.52,0
149.08,72.03,0
138.42,66.55,0
170.79,52.40,1
151.23,78.01,0
146.43,53.91,0
145.31,66.65,0
153.97,51.43,0
164.40,67.40,1
167.83,96.66,1
183.48,69.07,1
176.90,73.09,1
165.64,63.64,0
149.60,66.08,0
139.14,72.94,0
168.10,95.12,1
156.65,39.17,0
174.23,73.35,1
167.60,117.97,1
137.78,72.84,0
179.06,56.53,1
147.78,76.09,0
139.36,59.91,0
155.53,60.62,0
160.88,92.97,1
173.32,78.69,1
174.43,83.66,1
169.48,101.87,1
173.62,45.00,1
164.68,86.33,1
127.08,71.84,0
164.40,54.55,1
181.75,78.77,1
165.99,52.71,1
176.72,87.76,1
171.92,55.78,1
162.48,53.70,0
175.74,45.02,1
186.68,74.89,1
175.23,96.23,1
167.06,65.77,1
174.16,71.42,1
155.45,88.55,1
155.00,66.40,0
166.02,57.23,0
147.83,90.71,0
184.12,81.94,1
180.95,75.16,1
173.63,83.76,1
159.42,73.89,0
135.96,80.92,0
149.68,84.60,0
147.62,46.63,0
152.88,67.69,0
192.61,92.00,1
157.76,68.59,1
161.33,77.88,1
167.62,75.33,1
170.10,83.31,1
180.15,86.09,1
151.96,83.89,0
131.39,68.11,0
178.03,50.07,1
177.78,38.12,1
174.70,77.00,1
139.64,78.61,0
161.43,77.58,0
154.97,50.69,0
148.75,51.79,0
170.95,100.73,1
188.43,71.09,1
139.32,68.79,0
140.22,64.73,0
139.23,33.14,0
155.12,60.50,0
120.81,73.17,0
172.00,50.71,1
152.90,68.13,0
143.14,65.42,0
171.71,37.68,0
189.09,71.61,1
151.10,54.43,0
157.61,51.74,0
150.53,66.24,0
177.49,61.90,1
147.88,62.07,0
169.12,57.51,0
166.14,69.21,1
154.83,68.02,0
151.53,77.40,0
164.73,59.96,1
166.72,89.69,1
180.72,58.74,1
153.22,49.79,0
152.68,56.76,0
133.68,62.67,0
129.44,75.16,0
163.54,70.92,0
133.80,48.81,0
147.69,67.77,0
168.80,86.93,1
168.35,70.85,1
154.36,63.51,0
138.18,56.58,0
154.37,53.74,0
177.44,81.28,1
173.58,83.58,1
150.93,50.51,1
170.98,81.95,1
137.58,55.34,0
177.32,86.52,1
143.46,71.48,0
164.82,38.68,0
151.96,48.35,0
153.71,71.63,0
167.92,72.89,1
179.50,82.53,1
149.41,50.36,0
171.39,42.26,0
155.17,60.92,0
179.27,64.73,1
180.41,83.92,1
134.95,76.90,0
172.46,92.70,1
168.88,75.05,1
176.60,49.96,1
144.82,65.97,0
162.40,45.28,0
188.23,85.81,1
150.83,49.66,0
157.09,64.34,0
162.99,45.58,0
154.76,48.92,0
185.08,82.74,1
